Subject,Channel,Bs,SNR-Diff,PSNR-Diff,RMSE,Corr,MI,BPPE_Delta,MSC_Delta,BPPE_Theta,MSC_Theta,BPPE_Alpha,MSC_Alpha,BPPE_Beta,MSC_Beta,BPPE_Gamma,MSC_Gamma,EvalMode,N_Trials
sub-1,C4,12,1.5098323538139482,-0.7404992606254455,4.705055592798465e-06,0.8950420669775085,1.049645645267758,0.0575743123250283,0.9460555348700777,0.0170141613221095,0.5986472548330533,0.0227596615505815,0.5052683096486306,0.0018915615845503,0.7425881302386756,0.0954565736131689,0.8464098004780312,real-erp,160
sub-1,C4,14,1.6835583592059606,-0.8003944623509689,4.605181498419096e-06,0.899655928961838,1.0808212275625806,0.0545620496850056,0.9492643103544168,0.0152574556021608,0.625615682641407,0.0244367534653856,0.5274133008829975,0.000908101957402,0.7478669205262217,0.09334815679515,0.8537040520471061,real-erp,160
sub-1,C4,16,1.5340560515471182,-0.7362819275783439,4.573288317150003e-06,0.9012777717940448,1.0914279432879923,0.0554869875414404,0.9522067847879996,0.0164592838283899,0.6130625303308926,0.0197790648604364,0.5299532787413574,0.0005497143538432,0.7552138380303876,0.0911756218764234,0.8577746953635955,real-erp,160
sub-1,C4,18,1.5866833441825356,-0.8139443825123491,4.510801816986504e-06,0.9040950896750448,1.110660883230233,0.0530078015593019,0.9535585008934166,0.0159934567249616,0.6226994689482632,0.0216325254570884,0.5481815857594816,0.0006952038432477,0.757084535217643,0.0913289875845997,0.860884714006995,real-erp,160
sub-1,C5,4,-78.33835078870945,-1.7598778142268188,6.144278273748068e-06,0.8931172314236144,1.0747836692901844,0.0814569966524936,0.8678040673228489,0.0163900535755534,0.3152946303510403,0.0466248681238096,0.345624424508406,0.0037611358852821,0.553529468811159,0.0474610462189553,0.7470993897840594,real-erp,160
sub-1,C5,6,-78.33835078870945,-2.0995459294741625,5.951877838267743e-06,0.9001430095036369,1.131553126075092,0.0740644597463757,0.8760005596146847,0.0159525618131815,0.3419244122294783,0.0413030498107778,0.366983028740774,0.0033781931959635,0.58723234366551,0.0453357785528159,0.7699038665202662,real-erp,160
sub-1,C5,8,-78.33835078870945,-1.7893127324533058,5.779143953241201e-06,0.90638633301502,1.1748719278283508,0.0703917942191114,0.8864844794806338,0.0147104434488771,0.3851774639935443,0.0393055874499998,0.4084360363126064,0.001226574790031,0.6065705987016856,0.0445700754279576,0.7827847326134438,real-erp,160
sub-1,C5,10,-78.33835078870945,-1.6232202240620186,5.661688437454915e-06,0.9107083484378352,1.1971807002294748,0.0736703486232907,0.8986864868802307,0.0122719301731451,0.4067070431620103,0.0407653389618812,0.4334483159879237,0.0017475834235987,0.6218826171561156,0.0434293564109557,0.7897011180324445,real-erp,160
sub-1,C5,12,-78.33835078870945,-0.990812805823314,5.620663063366316e-06,0.9119911935546724,1.2091467196558372,0.071646055782691,0.8964925706305849,0.0132590450760359,0.3978921255905561,0.0406229625565684,0.4291096490354312,0.0017434635647044,0.6307865224473029,0.042538674737454,0.7970918981086024,real-erp,160
sub-1,C5,14,-78.33835078870945,-1.0342121607798642,5.567459432996446e-06,0.913625973911904,1.2282382171885136,0.06590128745153,0.8953965695995719,0.0134197151741428,0.4035621545400074,0.0370539996352754,0.4382576824331052,8.188607504872047e-05,0.6360516229245579,0.0421851169153486,0.8005747602943435,real-erp,160
