Subject,Channel,Method,SNR-Diff,PSNR-Diff,RMSE,Corr,MI,BPPE_Delta,MSC_Delta,BPPE_Theta,MSC_Theta,BPPE_Alpha,MSC_Alpha,BPPE_Beta,MSC_Beta,BPPE_Gamma,MSC_Gamma,EvalMode,N_Trials
sub-1,FC3,ASR_offline_13,2.0717589254911104,-1.2461691693391916,7.729184525167702e-06,0.7336253508015738,0.6278594909817586,0.065689768707722,0.654601036225132,0.0196557354701671,0.7942083205236639,0.068210351123617,0.9336277233232864,0.0548721583053059,0.6786026481790973,0.0986836969962003,0.5595198991553921,real-erp,160.0
sub-1,FC4,ASR_offline_13,2.9033678970676338,-1.357312783786791,1.4090003359367198e-05,0.6148200815304867,0.5023220889026535,0.096232366464367,0.5004396768945489,0.0219748754302647,0.6150106288868628,0.0747856263738946,0.8492499776423506,0.0403065392221056,0.4565714921929113,0.1526863290464208,0.3585353108113553,real-erp,160.0
sub-1,FCz,ASR_offline_13,1.446339950598773,-0.7958342111724193,4.114018879504376e-06,0.8636553610405655,1.1131062349508831,0.003607782478378,0.8634350055035015,0.0172483152167836,0.9554251761434512,0.0683823676355473,0.983319802378984,0.0209148733965571,0.7705489430163195,0.0683235919341518,0.505354941524385,real-erp,160.0
sub-1,FP1,ASR_offline_13,1.0941589927393167,-0.9332658299523224,2.1672705606963448e-05,0.7070649769002864,0.7534406068584818,0.060281460381567,0.5387674595565379,0.0270561925806278,0.4625921455757736,0.0374356658680883,0.7831950334315801,0.0042080822722327,0.5964075064469049,0.0084184803393818,0.5253175508595102,real-erp,160.0
sub-1,FP2,ASR_offline_13,2.8528576248791038,-2.384044732973998,2.762515294221297e-05,0.6592607000068087,0.6474878665705522,0.0330708869681218,0.4629093609388804,0.0310610217371793,0.4379059513354083,0.0392023919209077,0.7294582223733598,0.0009206295183357,0.6083652379194451,0.0362718971716297,0.5123078745513625,real-erp,160.0
sub-1,Fz,ASR_offline_13,1.3621680263204734,-0.8414451290054883,4.998140795484388e-06,0.8645601784821244,1.188454009211837,0.0534484905669455,0.7717580768494683,0.017786638910119,0.9098760983518676,0.0697316690248284,0.9788772772285632,0.0019036096586127,0.8300004120989023,0.0321662077093892,0.638472103225743,real-erp,160.0
sub-1,O1,ASR_offline_13,2.9387094482898632,-1.8713525942290772,9.558226161508004e-06,0.735172571206071,0.6899618287498337,0.0622225475218553,0.660465127489457,0.0153067736113414,0.7876937833653943,0.0768236373053289,0.9559202951653984,0.0051971884370517,0.6802787522948641,0.0351050518318669,0.4262585425474611,real-erp,160.0
sub-1,O2,ASR_offline_13,4.544654896171247,-3.588618503983277,1.2131366623687038e-05,0.6324444207592725,0.5305706791981367,0.0224317305875085,0.6389510689290826,0.0203823763250936,0.7683863438094463,0.1077817143766716,0.946118302785412,0.0063124281910876,0.5269042266827255,0.099419931923169,0.2195658928729987,real-erp,160.0
sub-1,Oz,ASR_offline_13,2.983185613076536,-2.211314772815294,1.987744454690682e-05,0.5346735657175229,0.5650835761043181,0.2551417280459271,0.2628747670120375,0.0401227734113481,0.3927018312731116,0.1496137340945699,0.8271028236258718,0.0457845182526606,0.5816793913069492,0.0196207022873485,0.4163538069999664,real-erp,160.0
sub-1,P10,ASR_offline_13,1.2206065223844875,-0.723381370420233,7.764365119213491e-06,0.7614949356196474,0.8454572092484298,0.0840193270784698,0.686698672274939,0.0250550916193681,0.844015815938219,0.0746615013994217,0.9584247110647364,0.012542320336836,0.7125949730360829,0.0282395862771561,0.3531459848757385,real-erp,160.0
